"","code_sp","Year","value_orig","se_orig","value","se.value","pred.value","pred_se.value","name_long"
"1","ACCNIS",1998,0.724612382137818,0.257908789884013,0.724612382137818,0.257908789884013,-0.0661622071981472,0.105675871395712,"Accipiter nisus"
"2","ACCNIS",1999,0.631618551181831,0.256999486483504,0.631618551181831,0.256999486483504,-0.114692815731994,0.0779035858959621,"Accipiter nisus"
"3","ACCNIS",2000,1.08936791317321,0.198793280293875,1.08936791317321,0.198793280293875,-0.0912600029360777,0.0762217197740931,"Accipiter nisus"
"4","ACCNIS",2001,1.02113475184641,0.184100456209336,1.02113475184641,0.184100456209336,-0.0659219376890818,0.0772395292744484,"Accipiter nisus"
"5","ACCNIS",2002,1.09085237235969,0.150866593613726,1.09085237235969,0.150866593613726,-0.0354429736647922,0.0485497311814031,"Accipiter nisus"
"6","ACCNIS",2003,0.701298525287504,0.176770159121949,0.701298525287504,0.176770159121949,-0.0844521860786928,0.0403569271808104,"Accipiter nisus"
"7","ACCNIS",2004,0.870941370977667,0.166957445609756,0.870941370977667,0.166957445609756,-0.0502186007711723,0.0515107065220298,"Accipiter nisus"
"8","ACCNIS",2005,1.27461182737256,0.137134104135748,1.27461182737256,0.137134104135748,-0.0968175109391506,0.0429865704692382,"Accipiter nisus"
"9","ACCNIS",2006,1.26768191243485,0.134353945143621,1.26768191243485,0.134353945143621,-0.000344994036127918,0.0612069303120221,"Accipiter nisus"
"10","ACCNIS",2007,0.743983028874953,0.166473400052747,0.743983028874953,0.166473400052747,-0.183018537302397,0.112302115324467,"Accipiter nisus"
"11","ACCNIS",2008,1.18782466493752,0.125659554219655,1.18782466493752,0.125659554219655,-0.077387798404581,0.0553689423018176,"Accipiter nisus"
"12","ACCNIS",2009,0.903690458001156,0.141151276840557,0.903690458001156,0.141151276840557,-0.0343932161190879,0.0516420127159726,"Accipiter nisus"
"13","ACCNIS",2010,0.963791500435593,0.14137614429814,0.963791500435593,0.14137614429814,0.09994489223259,0.0798295808049746,"Accipiter nisus"
"14","ACCNIS",2011,0.94192549134491,0.150656846983579,0.94192549134491,0.150656846983579,0.109036978553761,0.0692179477603361,"Accipiter nisus"
"15","ACCNIS",2012,1.1459274146239,0.133960537409112,1.1459274146239,0.133960537409112,-0.0112597519754096,0.0634982567640776,"Accipiter nisus"
"16","ACCNIS",2013,0.907475923270368,0.144303309835658,0.907475923270368,0.144303309835658,0.0806783649702363,0.0393067407523782,"Accipiter nisus"
"17","ACCNIS",2014,1.05211537993222,0.138735304735,1.05211537993222,0.138735304735,-0.000783502903566086,0.054316975540241,"Accipiter nisus"
"18","ACCNIS",2015,1.14608865425672,0.134035352900083,1.14608865425672,0.134035352900083,0.0387917190216473,0.0634881003502413,"Accipiter nisus"
"19","ACCNIS",2016,0.886193769929537,0.144097028919306,0.886193769929537,0.144097028919306,0.0117989539296967,0.0790517368758228,"Accipiter nisus"
"20","ACCNIS",2017,0.97839490403154,0.135938973763685,0.97839490403154,0.135938973763685,0.0403478097915128,0.0723299084494221,"Accipiter nisus"
"21","ACCNIS",2018,1.48336295873942,0.119302642021058,1.48336295873942,0.119302642021058,0.191317366094884,0.0779224379824844,"Accipiter nisus"
"22","ACCNIS",2019,1.29283882855265,0.122285513707186,1.29283882855265,0.122285513707186,0.201375349999132,0.0767401760789134,"Accipiter nisus"
"23","ACCNIS",2020,1.2069588673329,0.123673452699724,1.2069588673329,0.123673452699724,0.138864601156819,0.0738757890158308,"Accipiter nisus"
"24","ANTTRI",1998,0.80541704023765,0.0440150907438806,0.80541704023765,0.0440150907438806,-0.198976058275637,0.0252954100689757,"Anthus trivialis"
"25","ANTTRI",1999,0.837458136579642,0.0424279982809731,0.837458136579642,0.0424279982809731,-0.160165211246025,0.0206536731758516,"Anthus trivialis"
"26","ANTTRI",2000,0.854885302376061,0.0414562183583087,0.854885302376061,0.0414562183583087,-0.15712595580382,0.0201320896712945,"Anthus trivialis"
"27","ANTTRI",2001,0.846449941521931,0.0377958057091459,0.846449941521931,0.0377958057091459,-0.152647532226923,0.0195353319220842,"Anthus trivialis"
"28","ANTTRI",2002,0.981163162576981,0.0303158687953966,0.981163162576981,0.0303158687953966,-0.0751670294963847,0.0156848123237178,"Anthus trivialis"
"29","ANTTRI",2003,0.990918008224251,0.0270178805009268,0.990918008224251,0.0270178805009268,-0.0641429718802961,0.0140545248411249,"Anthus trivialis"
"30","ANTTRI",2004,1.05772562698365,0.0259819681050281,1.05772562698365,0.0259819681050281,0.0126381785004921,0.0163556122885195,"Anthus trivialis"
"31","ANTTRI",2005,0.88845991892589,0.0276786934442629,0.88845991892589,0.0276786934442629,-0.0656834097711818,0.0163123273796872,"Anthus trivialis"
"32","ANTTRI",2006,0.963106002213345,0.0267731257948238,0.963106002213345,0.0267731257948238,-0.0389207926379688,0.0160783881672913,"Anthus trivialis"
"33","ANTTRI",2007,1.0282768236485,0.0247491018291903,1.0282768236485,0.0247491018291903,0.0272721454712213,0.0223930237052413,"Anthus trivialis"
"34","ANTTRI",2008,1.01489880987237,0.0228726465274879,1.01489880987237,0.0228726465274879,0.0125954144385448,0.0152828884242357,"Anthus trivialis"
"35","ANTTRI",2009,0.966151312988069,0.0242294874752918,0.966151312988069,0.0242294874752918,0.023878475078958,0.0141710118225556,"Anthus trivialis"
"36","ANTTRI",2010,1.0837972202402,0.023709913405976,1.0837972202402,0.023709913405976,0.0713211721395679,0.018515924914974,"Anthus trivialis"
