"","group","kmeans_center","PC1","PC2"
"1","1",-0.078044382581001,-0.0684720831347999,-0.0197097320783903
"2","1",0.00617152727445998,-0.0684720831347999,-0.0197097320783903
"3","1",0.00891809464982398,-0.0684720831347999,-0.0197097320783903
"4","1",0.0193239836545534,-0.0684720831347999,-0.0197097320783903
"5","1",0.0245194030415278,-0.0684720831347999,-0.0197097320783903
