"","group","X1","X2","X3","X4","X5","PC1","PC2"
"kmeans_center_row","1",0.0189020101089149,0.00226301187244941,-0.0223765500066111,0.0205684871149996,-0.00667066861524548,-0.00893932994822791,0.0163583687212063
"kmeans_center_row.1","2",0.0862425728651472,0.0139905292843745,-0.0292919611344132,-0.0127522666011893,0.0958913604678507,-0.122831500977751,0.0498641657955867
