"","Year","variable","value","se.value","rot_tr.value"
"94",1999,"X5",-0.437146147484581,0.882930215074935,-0.519657439528628
"95",2000,"X5",-1.13049399006009,1.17974674148151,-0.369476372220126
"96",2001,"X5",-0.716697362014328,1.24077469395795,-0.0636718611722582
"97",2002,"X5",-0.734038141240261,1.49858540500098,-0.087232388286452
"98",2003,"X5",-0.319983080111914,1.74941627971733,-0.105517768999677
"99",2004,"X5",-0.0304001035131463,1.95503181655514,0.250708161816129
"100",2005,"X5",0.180868168072212,1.99574981886082,0.0891066466009944
"101",2006,"X5",-0.0793898782758583,2.20889818224143,-0.272287846625916
"102",2007,"X5",0.017404831396925,2.84001305125206,-0.506668710708009
"103",2008,"X5",1.33520171757227,2.87393093183857,1.17078828025629
"104",2009,"X5",2.27197744975034,2.78662356014881,2.04009870627296
"105",2010,"X5",3.92491601747206,2.59416064502407,3.79004740903038
"106",2011,"X5",5.14035486506512,2.67065585035843,4.78707759378641
"107",2012,"X5",6.58761794710193,3.08560701466602,5.97350979075029
"108",2013,"X5",6.18139004913174,2.92787938542331,6.05479859174221
"109",2014,"X5",7.65782381481186,3.07409407354189,7.61343603874315
"110",2015,"X5",9.25987620911305,2.94369040388822,9.43782411224969
"111",2016,"X5",9.11003826818743,3.16243283201673,9.2810384725778
"112",2017,"X5",9.5449073011491,3.15976543074214,9.55254204657752
"113",2018,"X5",9.16852835138859,2.88330159806642,9.35399629999316
"114",2019,"X5",10.3006963272588,2.9315002251592,10.3587440137509
"115",2020,"X5",10.7377655533303,3.15211053853389,10.6230759934352
